"","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper"
"2913",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,40,NA,41,49,44,27,NA,NA,201,"La Tormenta","USA 1137","37",NA,51,"Shannon Bush"
"2914",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,49,42,32,43,46,NA,NA,NA,212,"USA 1299","USA 1299","99",NA,52,"Jerry Fulp / Randy White"
"2915",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,47,NA,45,30,50,41,NA,NA,213,"Tithonus","USA 1209","19",NA,53,"Dave Smalley"
"2916",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,45,30,43,56,NA,63,NA,NA,237,"Pied Piper","USA 1261","61",NA,55,"Henry Chau / Ed Cabassa"
"2917",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,53,56,NA,51,48,43,NA,NA,251,"Moment","USA 1096","34",NA,57,"Don Shillingburg"
"2918",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,55,58,38,NA,52,53,NA,NA,256,"USA 1145","USA 1145","45",NA,58,"PJ Keenan"
"2919",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,51,48,52,NA,55,54,NA,NA,260,"John Deere","USA 1094","94",NA,60,"Dick Hodgson / Sharon Bourke"
"2920",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007midwinters.htm","Miami Mid-Winters",NA,60,49,51,53,49,NA,NA,NA,262,"Apple Knockers","USA 1182","82",NA,61,"Mark Fleckenstein"
"2921",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,2,6,4,1,1,NA,6,6,26,NA," USA 1241","41",NA,1,"WOMACK, KEN"
"2922",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,1,3,1,NA,8,3,5,8,29,NA," USA 1310","10",NA,2,"WRAY, ROBERT"
"2923",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,6,5,NA,3,6,6,1,4,31,NA," USA 1309","09",NA,3,"CRIBB, BUDDY"
"2924",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,7,11,3,2,2,7,7,NA,39,NA," GBR 1302","22",NA,4,"RAZMILOVIC, ANTE"
"2925",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,5,4,15,NA,11,13,2,1,51,NA," USA 1202","02",NA,5,"PIPER, SCOTT"
"2926",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,11,1,NA,19,3,1,3,14,52,NA," USA 1207","27",NA,7,"PADNOS, JEFF"
"2927",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,3,2,11,6,14,8,NA,10,54,NA," USA 1238","38",NA,8,"GILBERT, GARY"
"2928",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,8,10,9,4,7,NA,12,5,55,NA," USA 1232","32",NA,9,"BECKMANN, MARVIN"
"2929",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,4,NA,6,13,4,9,10,15,61,NA," USA 1212","12",NA,10,"NYE, JOTHAN"
"2930",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,12,NA,8,7,13,5,4,13,62,NA," USA 1307","07",NA,11,"NEHMS, JEFF"
"2931",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,10,9,5,15,9,2,NA,17,67,NA," USA 1069","69",NA,12,"ALTMAN, BETSY"
"2932",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,16,NA,2,10,15,17,8,3,71,NA," USA 1065","77",NA,13,"CABASSA/CHAU, ED/HENRY"
"2933",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,9,7,13,NA,12,10,14,9,74,NA," GBR 1252","52",NA,14,"LACY, ALEX"
"2934",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,13,18,7,9,NA,15,11,7,80,NA," USA 1304","04",NA,15,"HERTZ, RALPH"
"2935",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,17,14,NA,5,18,16,19,11,100,NA," USA 1096","34",NA,16,"SHILLINGBURG, DON"
"2936",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,14,8,NA,24,20,18,13,18,115,NA," USA 1239","39",NA,17,"HOROWITZ, STEVE"
"2937",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,20,19,17,12,NA,19,17,16,120,NA," USA 1166","98",NA,18,"CARPENTER, RALPH"
"2938",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,19,12,12,21,21,20,NA,26,131,NA," USA 1094","94",NA,19,"BOURKE/HODGSON, SHARON/DICK"
"2939",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,18,20,16,22,16,NA,15,26,133,NA," USA 1313","13",NA,20,"STADEL, PAT"
"2940",NA,2007,"http://www.etchellsfleet20.org/results/2007/2007CRYC-Cup.htm","Coral Reef Cup",NA,21,22,NA,17,10,14,26,26,136,NA," USA 1145","45",NA,21,"KEEN, PJ"
"2941",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,1,2,1,NA,NA,NA,NA,NA,4,"Cruel Jane","CAN","17",NA,1,"Dirk Kneulman"
"2942",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,2,9,12,NA,NA,NA,NA,NA,23,"USA1296","USA","96",NA,2,"Jeffrey Siegal"
"2943",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,14,6,4,NA,NA,NA,NA,NA,24,"Gone","USA","80",NA,3,"Bruce & Glenn Burton"
"2944",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,3,3,19,NA,NA,NA,NA,NA,25,"USA 1300","USA","0",NA,4,"Ernie Pomerleau / Mike Dressell"
"2945",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,6,1,18,NA,NA,NA,NA,NA,25,"Mahi Mahi","USA","60",NA,5,"Phil Garland"
"2946",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,16,8,10,NA,NA,NA,NA,NA,34,"Victory","USA","9",NA,6,"Buddy Cribb"
"2947",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,5,17,13,NA,NA,NA,NA,NA,35,"One and In","USA","15",NA,7,"Bruce Golison / Steve Flam"
"2948",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,17,13,5,NA,NA,NA,NA,NA,35,"Fresh Guidance","USA","65",NA,8,"Cameron Appleton"
"2949",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,4,5,33,NA,NA,NA,NA,NA,42,"USA 1061","USA","90",NA,9,"Judd Smith / Henry Frazer"
"2950",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,15,11,23,NA,NA,NA,NA,NA,49,"Swedish Blue","GBR","23",NA,10,"Ante Razmilovic"
"2951",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,9,36,8,NA,NA,NA,NA,NA,53,"Riva","USA","21",NA,11,"Wade Edwards"
"2952",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,24,25,6,NA,NA,NA,NA,NA,55,"Lucky","USA","78",NA,12,"Bryon Ehrhart"
"2953",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,19,34,2,NA,NA,NA,NA,NA,55,"USA 1185","USA","85",NA,13,"Robert Allardice"
"2954",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,50,12,3,NA,NA,NA,NA,NA,65,"USA 1100","USA","11",NA,14,"Tim Keyworth"
"2955",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,11,28,26,NA,NA,NA,NA,NA,65,"Tithonus","USA","14",NA,15,"Dave Smalley"
"2956",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,32,10,24,NA,NA,NA,NA,NA,66,"Landed Emmigrant","CAN","64",NA,16,"Hans Fogh"
"2957",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,31,4,32,NA,NA,NA,NA,NA,67,"Chemical Imbalance","USA","18",NA,17,"Robert Hitchcock"
"2958",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,12,26,35,NA,NA,NA,NA,NA,73,"Mr. Wilson","USA","27",NA,18,"Jeff Padnos"
"2959",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,10,22,41,NA,NA,NA,NA,NA,73,"Thin Ice","USA","36",NA,19,"Stuart Hebb"
"2960",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,13,18,46,NA,NA,NA,NA,NA,77,"Champagne III","USA","59",NA,20,"John Ulbrich"
"2961",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,22,14,43,NA,NA,NA,NA,NA,79,"Trojan Horse","USA","34",NA,21,"Ian Evans"
"2962",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,42,21,17,NA,NA,NA,NA,NA,80,"Hootchie Kootchie","USA","84",NA,22,"Chuck Poindexter"
"2963",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,46,16,20,NA,NA,NA,NA,NA,82,"USA 1229","USA","29",NA,23,"Jeffrey Littell"
"2964",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,18,31,34,NA,NA,NA,NA,NA,83,"Fresh Guidance III","USA","8",NA,24,"Simon Williams"
"2965",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,35,27,21,NA,NA,NA,NA,NA,83,"Sting Wray","USA","31",NA,25,"Robert Wray"
"2966",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,20,33,30,NA,NA,NA,NA,NA,83,"Mahalaja","USA","68",NA,26,"Peter Vessella"
"2967",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,40,19,25,NA,NA,NA,NA,NA,84,"Perezoso","USA","75",NA,27,"Mark Luckes"
"2968",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,8,51,27,NA,NA,NA,NA,NA,86,"Perezoso","USA","45",NA,28,"Donald Young"
"2969",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,33,7,47,NA,NA,NA,NA,NA,87,"Flying Colors","USA","41",NA,29,"Ken Womack"
"2970",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,23,50,14,NA,NA,NA,NA,NA,87,"Lone Star","USA","98",NA,30,"Mike NcCann / Gary Ross"
"2971",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,27,45,16,NA,NA,NA,NA,NA,88,"Pied Piper","USA","61",NA,31,"Tom Piper"
"2972",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,21,46,22,NA,NA,NA,NA,NA,89,"Wizard","USA","3",NA,32,"Keith Longson"
"2973",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,26,54,9,NA,NA,NA,NA,NA,89,"USA 1220","USA","20",NA,33,"Sam Barron-Fox / Hugh Jones"
"2974",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,41,35,15,NA,NA,NA,NA,NA,91,"Rhumb Line","USA","28",NA,34,"Bill Mauk"
"2975",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,53,32,7,NA,NA,NA,NA,NA,92,"Hot Chocolate","USA","70",NA,35,"Ted Castle"
"2976",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,45,24,29,NA,NA,NA,NA,NA,98,"USA 1310","USA","10",NA,36,"David Pyles"
"2977",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,44,20,40,NA,NA,NA,NA,NA,104,"Make Mine A Double","USA","19",NA,37,"Ben Capuco / Jeff Borland"
"2978",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,36,37,31,NA,NA,NA,NA,NA,104,"Gelert","USA","39",NA,38,"James Howells"
"2979",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,37,39,28,NA,NA,NA,NA,NA,104,"Wiki Wiki","USA","69",NA,39,"Tom Hughes"
"2980",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,7,47,50,NA,NA,NA,NA,NA,104,"USA 1299","USA","99",NA,40,"Jerry Fulp / Marvin Beckmann"
"2981",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,39,30,38,NA,NA,NA,NA,NA,107,"USA 1090","USA","35",NA,41,"Peter Allen"
"2982",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,47,52,11,NA,NA,NA,NA,NA,110,"Triskaidekaphobia","USA","13",NA,42,"Patricia Stadel"
"2983",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,34,38,39,NA,NA,NA,NA,NA,111,"Carina","USA","12",NA,43,"Jonathan Nye"
"2984",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,38,29,44,NA,NA,NA,NA,NA,111,"Extra Spicey","USA","16",NA,44,"Paul Koeller"
"2985",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,30,40,42,NA,NA,NA,NA,NA,112,"Ninkasi","USA","26",NA,45,"Rick Kaiser"
"2986",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,43,15,56,NA,NA,NA,NA,NA,114,"Double Trouble","CAN","46",NA,46,"R. Kidd / P. Sustronk"
"2987",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,28,42,49,NA,NA,NA,NA,NA,119,"Vice","USA","55",NA,47,"Paige Brooks"
"2988",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,49,23,56,NA,NA,NA,NA,NA,128,"Pipe Dream 12","USA","2",NA,48,"Scott Piper"
"2989",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,29,48,51,NA,NA,NA,NA,NA,128,"Phoenix","USA","33",NA,49,"Chuck Coyer"
"2990",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,51,44,37,NA,NA,NA,NA,NA,132,"Encore","USA","4",NA,50,"Ralph Hertz"
"2991",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,25,55,54,NA,NA,NA,NA,NA,134,"USA 1307","USA","7",NA,51,"Jeff Nehms"
"2992",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,48,41,52,NA,NA,NA,NA,NA,141,"Esprit de Corps","USA","32",NA,52,"Byron Marchant"
"2993",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,54,49,45,NA,NA,NA,NA,NA,148,"Bondi","USA","1",NA,53,"Donald Maxwell"
"2994",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,52,43,53,NA,NA,NA,NA,NA,148,"John Deere","USA","94",NA,54,"Sharon Bourke"
"2995",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Piana.htm","Piana Cup (2005)",NA,55,53,48,NA,NA,NA,NA,NA,156,"Brazen Hussy","USA","22",NA,55,"Ted Jones"
"2996",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,4,10,6,NA,NA,NA,NA,NA,20,"Fresh Guidance","USA 1265","65",NA,1,"Cameron Appleton"
"2997",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,5,22,4,NA,NA,NA,NA,NA,31,"USA 1061","USA 1061","90",NA,2,"Jud Smith / Henry Frazer"
"2998",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,7,16,9,NA,NA,NA,NA,NA,32,"Gone","USA 1211","80",NA,3,"Bruce & Glenn Burton"
"2999",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,25,2,10,NA,NA,NA,NA,NA,37,"Cruel Jane","CAN 1328","17",NA,4,"Dirk Kneulman"
"3000",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,8,4,26,NA,NA,NA,NA,NA,38,"USA 1296","USA 1296","96",NA,5,"Jeffrey Siegal"
"3001",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,19,5,18,NA,NA,NA,NA,NA,42,"USA 1100","USA 1100","11",NA,6,"Tim Keyworth"
"3002",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,21,13,8,NA,NA,NA,NA,NA,42,"Victory","USA 1309","9",NA,7,"Buddy Cribb"
"3003",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,33,8,5,NA,NA,NA,NA,NA,46,"Lucky","USA 1178","78",NA,8,"Bryon Ehrhart"
"3004",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,20,25,3,NA,NA,NA,NA,NA,48,"Hootchie Kootchie","USA 1284","84",NA,9,"Chuck Poindexter"
"3005",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,6,17,27,NA,NA,NA,NA,NA,50,"Fresh Guidance III","USA 1308","8",NA,10,"Simon Williams"
"3006",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,14,38,2,NA,NA,NA,NA,NA,54,"USA 1300","USA 1300","0",NA,11,"Tim McKegney"
"3007",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,26,18,11,NA,NA,NA,NA,NA,55,"Hot Chocolate","USA 1070","70",NA,12,"Dave Curtis / Ted Castle"
"3008",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,3,31,23,NA,NA,NA,NA,NA,57,"La Tormenta","USA 1137","37",NA,13,"Shannon Bush"
"3009",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,17,26,15,NA,NA,NA,NA,NA,58,"Annie","USA 1238","38",NA,14,"Gary Gilbert / Gary Jobson"
"3010",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,2,21,36,NA,NA,NA,NA,NA,59,"Riva","USA 1221","21",NA,15,"Wade Edwards"
"3011",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,59,1,1,NA,NA,NA,NA,NA,61,"Festina","GBR 1110","30",NA,16,"Michael Till"
"3012",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,10,6,46,NA,NA,NA,NA,NA,62,"One and In","USA 1285","15",NA,17,"Bruce Golison / Steve Flam"
"3013",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,16,28,19,NA,NA,NA,NA,NA,63,"Champagne III","USA 1259","59",NA,18,"John Ulbrich"
"3014",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,22,29,14,NA,NA,NA,NA,NA,65,"Lone Star","USA 1098","98",NA,19,"Mike NcCann / Gary Ross"
"3015",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,12,35,20,NA,NA,NA,NA,NA,67,"USA 1307","USA 1307","7",NA,20,"Jeff Nehms"
"3016",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,11,14,44,NA,NA,NA,NA,NA,69,"USA 1220","USA 1220","20",NA,21,"Sam Barron-Fox / Hugh Jones"
"3017",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,29,27,13,NA,NA,NA,NA,NA,69,"Mahi Mahi","USA 1260","60",NA,22,"Phil Garland"
"3018",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,23,41,7,NA,NA,NA,NA,NA,71,"USA 1310","USA 1310","10",NA,23,"David Pyles"
"3019",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,15,3,57,NA,NA,NA,NA,NA,75,"Mr. Wilson","USA 1207","27",NA,24,"Jeff Padnos"
"3020",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,44,7,30,NA,NA,NA,NA,NA,81,"Wiki Wiki","USA 1169","69",NA,25,"Tom Hughes"
"3021",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,13,40,29,NA,NA,NA,NA,NA,82,"Landed Emmigrant","CAN 964","64",NA,26,"Hans Fogh"
"3022",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,24,11,48,NA,NA,NA,NA,NA,83,"Wizard","USA 1303","3",NA,27,"Keith Longson"
"3023",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,27,24,32,NA,NA,NA,NA,NA,83,"Chemical Imbalance","USA 1105","18",NA,28,"Robert Hitchcock"
"3024",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,28,19,42,NA,NA,NA,NA,NA,89,"Tinker","GBR 1252","40",NA,29,"Alex Lacy"
"3025",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,42,34,17,NA,NA,NA,NA,NA,93,"Tithonus","USA 1209","14",NA,30,"Dave Smalley"
"3026",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,32,12,51,NA,NA,NA,NA,NA,95,"John Deere","USA 1094","94",NA,31,"Dick Hodgson"
"3027",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,18,23,54,NA,NA,NA,NA,NA,95,"Wicked One","USA 1305","5",NA,32,"Roger Wickens"
"3028",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,1,48,47,NA,NA,NA,NA,NA,96,"Ninkasi","USA 1126","26",NA,33,"Rick Kaiser"
"3029",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,45,30,21,NA,NA,NA,NA,NA,96,"Carina","USA 1212","12",NA,34,"Jonathan Nye"
"3030",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,37,37,22,NA,NA,NA,NA,NA,96,"GBR 937","GBR 937","23",NA,35,"Paul Kelsey"
"3031",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,9,39,49,NA,NA,NA,NA,NA,97,"Mahalaja","USA 1168","68",NA,36,"Peter Vessella"
"3032",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,38,47,12,NA,NA,NA,NA,NA,97,"Trojan Horse","USA 1199","34",NA,37,"Ian Evans"
"3033",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,47,20,31,NA,NA,NA,NA,NA,98,"Encore","USA 1304","4",NA,38,"Ralph Hertz"
"3034",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,31,33,37,NA,NA,NA,NA,NA,101,"Phoenix","USA 1233","33",NA,39,"Chuck Coyer"
"3035",NA,2006,"http://www.etchellsfleet20.org/results/2006/2006Doren.htm","Sid Doren Memorial",NA,35,15,52,NA,NA,NA,NA,NA,102,"Rhumb Line","USA 928","28",NA,40,"Bill Mauk / Tito Gonzales"
