"","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper"
"1500",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,49,47,10,31,NA,NA,NA,NA,137,"Vertigo","USA 1055","15",NA,46,"Andrew Cumming / Chris Lanza"
"1501",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,48,NA,44,7,39,NA,NA,NA,138,"USA 1376","USA 1376","76",NA,47,"Phul Lotz"
"1502",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,31,43,NA,36,35,NA,NA,NA,145,"Bedrock","GBR 987","87",NA,48,"Robert Elliott"
"1503",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,25,44,56,29,NA,NA,NA,NA,154,"USA 1280","USA 1280","80",NA,49,"Craig Mense"
"1504",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,38,NA,23,47,51,NA,NA,NA,159,"Jeremiah","USA 1202","22",NA,50,"Jonah Pruitt III"
"1505",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,50,NA,46,51,18,NA,NA,NA,165,"Hat Trick","USA 1328","28",NA,51,"Mark Toso / Terry Naylon"
"1506",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,43,51,34,NA,40,NA,NA,NA,168,"Exception","USA 1103","23",NA,52,"Todd Lalumiere"
"1507",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,45,49,48,34,NA,NA,NA,NA,176,"Carina","USA 1212","12",NA,53,"Jonathan Nye"
"1508",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,51,35,49,NA,49,NA,NA,NA,184,"Gelert","GBR 1352","31",NA,54,"Shaun Frohlich"
"1509",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013Doren.html","Sid Doren Memorial",NA,46,53,NA,41,46,NA,NA,NA,186,"Something Good","USA 928","92",NA,55,"Bill Mauk / Tito Gonzalez"
"1510",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,2,7,8,14,NA,NA,NA,NA,31,"Tiburon"," BER 1394","98",NA,1,"Dirk Kneulman / Mark Watson"
"1511",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,4,31,3,1,NA,NA,NA,NA,39,"Keep Smiling"," USA 1378","17",NA,2,"Marvin Beckmann"
"1512",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,10,1,27,2,NA,NA,NA,NA,40,"USA 1300"," USA 1300 *","13",NA,3,"Ernie Pomerleau / Mike Dressell"
"1513",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,23,2,7,17,NA,NA,NA,NA,49,"La Tormenta"," USA 1137 *","37",NA,4,"Shannon Bush / Flip Wehrheim"
"1514",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,1,32,9,10,NA,NA,NA,NA,52,"Arethusa"," USA 1376 *","76",NA,5,"Phil Lotz"
"1515",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,5,8,2,43,NA,NA,NA,NA,58,"EFYRA 3"," GRE 1368 *","36",NA,6,"George Andreadis / Tony Rey"
"1516",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,8,14,13,26,NA,NA,NA,NA,61,"Lion Heart"," USA 1200 *","00",NA,7,"Steve Girling"
"1517",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,15,6,24,21,NA,NA,NA,NA,66,"America Jane II"," USA 1198","58",NA,8,"Scott Kaufman"
"1518",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,7,3,39,20,NA,NA,NA,NA,69,"Blonde Antelope"," USA 1152","52",NA,9,"Keith Whittemore"
"1519",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,41,18,6,5,NA,NA,NA,NA,70,"USA 1375"," USA 1375","75",NA,10,"Argyle Campbell"
"1520",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,3,24,41,6,NA,NA,NA,NA,74,"Annie"," BAH 1388","88",NA,11,"Gary Gilbert"
"1521",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,19,21,26,9,NA,NA,NA,NA,75,"Caramba"," USA 1097","19",NA,12,"Jose Fuentes"
"1522",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,29,13,11,27,NA,NA,NA,NA,80,"USA 1185"," USA 1185","85",NA,13,"Robert Hitchcock / Barry Allardice"
"1523",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,43,5,25,8,NA,NA,NA,NA,81,"Victory"," USA 1373 *","73",NA,14,"Buddy Cribb"
"1524",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,17,10,19,37,NA,NA,NA,NA,83,"USA 102"," USA 102","02",NA,15,"Tomas Hornos / Henry Frazer"
"1525",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,18,20,15,31,NA,NA,NA,NA,84,"Swedish Blue"," HKG 1333","33",NA,16,"Ante Razmilovic"
"1526",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,44,22,4,15,NA,NA,NA,NA,85,"Clean Execution"," USA 1305","05",NA,17,"Michael Gavin"
"1527",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,9,37,1,39,NA,NA,NA,NA,86,"No Dramas"," SUI 1403","03",NA,18,"James McHugh"
"1528",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,38,16,17,16,NA,NA,NA,NA,87,"USA 1379"," USA 944","79",NA,19,"Peter Carroll"
"1529",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,42,34,12,3,NA,NA,NA,NA,91,"USA 1372"," USA 1372 *","72",NA,20,"Skip Dieball / Jon McClean"
"1530",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,45,9,22,23,NA,NA,NA,NA,99,"USA 1296"," USA 1296","96",NA,21,"Jeffrey Siegal"
"1531",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,53,15,21,13,NA,NA,NA,NA,102,"Grizzly"," USA 1177","77",NA,22,"Charles Bayer"
"1532",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,16,4,32,51,NA,NA,NA,NA,103,"Mahalaga"," USA 1168 *","68",NA,23,"Peter Vessella"
"1533",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,14,30,59,4,NA,NA,NA,NA,107,"Raging Rooster"," USA 1397","99",NA,24,"Peter Duncan"
"1534",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,12,49,5,44,NA,NA,NA,NA,110,"USA 1341"," USA 1341","41",NA,25,"Chuck Poindexter"
"1535",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,31,35,37,7,NA,NA,NA,NA,110,"Zehn"," USA 1342","42",NA,26,"Mark Fleckenstein"
"1536",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,21,38,18,34,NA,NA,NA,NA,111,"Cougar"," USA 1085","26",NA,27,"Ethan Doyle"
"1537",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,36,52,14,11,NA,NA,NA,NA,113,"USA 1310"," USA 1310 *","10",NA,28,"John Podmajersky"
"1538",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,25,19,59,12,NA,NA,NA,NA,115,"KGB"," USA 1308","18",NA,29,"Senet Bischoff"
"1539",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,22,11,35,50,NA,NA,NA,NA,118,"USA 1408"," USA 1408","48",NA,30,"Jim Cunningham"
"1540",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,27,27,23,41,NA,NA,NA,NA,118,"Riva"," USA 1221","21",NA,31,"Wade Edwards"
"1541",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,37,25,31,25,NA,NA,NA,NA,118,"Moxie"," USA 1178","53",NA,32,"Fred Joosten"
"1542",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,24,12,34,49,NA,NA,NA,NA,119,"USA 1264"," USA 1264 *","64",NA,33,"Francisco / Guerriero"
"1543",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,50,43,10,18,NA,NA,NA,NA,121,"USA 1280"," USA 1280","80",NA,34,"Craig Mense"
"1544",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,6,33,51,35,NA,NA,NA,NA,125,"Vertigo"," USA 1055 *","15",NA,35,"Andrew Cumming / Chris Lanza"
"1545",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,28,41,29,29,NA,NA,NA,NA,127,"Landed Emmigrant"," CAN 1246","46",NA,36,"Hans Fogh"
"1546",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,49,17,30,36,NA,NA,NA,NA,132,"Gumption"," USA 1208","08",NA,37,"Kevin Grainger"
"1547",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,13,26,43,57,NA,NA,NA,NA,139,"The ""D"""," USA 1001","01",NA,38,"Donald Maxwell"
"1548",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,11,39,38,54,NA,NA,NA,NA,142,"Hancock"," GBR 1409","09",NA,39,"David Franks"
"1549",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,30,23,48,42,NA,NA,NA,NA,143,"Flying Colors"," USA 1371","71",NA,40,"Ken Womack"
"1550",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,34,36,53,22,NA,NA,NA,NA,145,"Indefinately"," USA 1103","23",NA,41,"Todd Lalumiere"
"1551",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,33,40,49,30,NA,NA,NA,NA,152,"Bedrock"," GBR 987","87",NA,42,"Robert Elliott"
"1552",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,47,45,20,48,NA,NA,NA,NA,160,"JRW One Design"," CAN 993","93",NA,43,"Jerry Wendt"
"1553",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,26,28,59,47,NA,NA,NA,NA,160,"Hat Trick"," USA 1328","28",NA,44,"Mark Toso / Terry Naylon"
"1554",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,48,53,28,33,NA,NA,NA,NA,162,"Lucky"," USA 1355 *","55",NA,45,"Bryon Ehrhart"
"1555",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,39,59,36,28,NA,NA,NA,NA,162,"Scimitar"," USA 1262","62",NA,46,"Stuart Neff / Henry Brauer"
"1556",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,35,51,54,24,NA,NA,NA,NA,164,"2 Th'Max"," USA 1063","63",NA,47,"John Amendola"
"1557",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,32,42,44,53,NA,NA,NA,NA,171,"Trankeylo"," USA 1145 *","45",NA,48,"PJ Keenan"
"1558",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,58,47,52,19,NA,NA,NA,NA,176,"Jeremiah"," USA 1202 *","22",NA,49,"Jonah Pruitt III"
"1559",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,54,29,50,45,NA,NA,NA,NA,178,"Nemesis"," USA 1307 *","07",NA,50,"Jeff Nehms"
"1560",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,40,55,33,52,NA,NA,NA,NA,180,"Widespread Panic"," USA 1239 *","39",NA,51,"Steve Horwitz"
"1561",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,51,44,47,38,NA,NA,NA,NA,180,"Crapshoot"," USA 1111","11",NA,52,"Ron Carpenter"
"1562",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,56,54,16,55,NA,NA,NA,NA,181,NA," USA 1090","90",NA,53,"Dever, Jeff"
"1563",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,55,50,45,32,NA,NA,NA,NA,182,"Jester"," USA 1041 *","04",NA,54,"Robert Burgess"
"1564",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,52,48,42,40,NA,NA,NA,NA,182,"Morena Linda"," BRA 1284 *","84",NA,55,"Mauricio Verdier"
"1565",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,20,59,59,46,NA,NA,NA,NA,184,"Ninkasi"," USA 1126","78",NA,56,"Rick Kaiser"
"1566",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,46,59,40,58,NA,NA,NA,NA,203,"Something Good"," USA 928 *","92",NA,57,"Bill Mauk / Tito Gonzalez"
"1567",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013FLS.html","Florida State Championship",NA,57,46,46,56,NA,NA,NA,NA,205,"Skye"," USA 880","61",NA,58,"Bruce Avery"
"1568",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,1,NA,5,6,1,6,3,5,27,"Raging Rooster","USA1397","99",NA,1,"Peter Duncan"
"1569",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,6,1,8,7,8,5,NA,12,47,"USA 12","USA12","76",NA,2,"Phil Weherheim"
"1570",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,16,NA,3,20,4,13,6,4,66,"Keep Smiling","USA1378","17",NA,3,"Marvin Beckmann"
"1571",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,8,NA,10,13,9,16,9,2,67,"USA 1310","USA1310","10",NA,4,"John Podmajersky"
"1572",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,4,2,9,NA,29,3,10,14,71,"Annie","BAH1388","88",NA,5,"Gary Gilbert"
"1573",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,15,9,19,NA,2,7,12,9,73,"Lion Heart","USA1200","00",NA,7,"Steve Girling"
"1574",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,3,23,6,NA,21,9,17,15,94,"Victory","USA1373","73",NA,8,"Buddy Cribb"
"1575",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,23,12,NA,5,15,23,19,1,98,"USA 1296","USA1296","96",NA,9,"Jeffrey Siegal"
"1576",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,2,10,29,9,18,NA,4,28,100,"Tiburon","BER898","98",NA,10,"D.Kneulman / M.Watson"
"1577",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,27,17,NA,2,3,11,15,30,105,"USA 1408","USA1408","48",NA,11,"Jim Cunningham"
"1578",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,17,7,NA,4,11,19,30,18,106,"No Dramas","SUI1403","03",NA,12,"James McHugh"
"1579",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,25,4,35,NA,5,27,2,20,118,"USA 1375","USA1375","75",NA,14,"Argyle Campbell"
"1580",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,14,NA,21,27,24,10,16,8,120,"KGB","USA1308","18",NA,15,"Senet Bischoff"
"1581",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,12,14,25,12,NA,25,25,11,124,"La Tormenta","USA1137","37",NA,16,"Shannon Bush"
"1582",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,30,40,23,NA,6,12,13,6,130,"USA 1372","USA1372","72",NA,18,"S.Dieball / J.McClean"
"1583",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,18,34,7,15,16,NA,14,31,135,"GBR 1331","GBR1331","31",NA,19,"James Howells"
"1584",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,45,NA,1,10,10,14,26,37,143,"Mahalaga","USA1168","68",NA,20,"Peter Vessella"
"1585",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,44,NA,18,11,17,21,23,22,156,"USA 102","USA102","02",NA,22,"T.Hornos / H.Frazer"
"1586",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,13,24,15,24,NA,28,27,26,157,"USA 1341","USA1341","41",NA,23,"Chuck Poindexter"
"1587",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,29,16,20,18,45,29,7,NA,164,"Swedish Blue","HKG1333","33",NA,24,"Ante Razmilovic"
"1588",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,22,15,11,33,NA,62,11,21,175,"Riva","USA1221","21",NA,25,"Wade Edwards"
"1589",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,41,53,12,8,14,24,24,NA,176,"Landed Emmigrant","CAN1246","46",NA,26,"Hans Fogh"
"1590",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,35,31,NA,30,7,18,40,17,178,"Clean Execution","USA1305","05",NA,27,"Michael Gavin"
"1591",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,19,38,NA,28,30,26,32,7,180,"USA 1264","USA1264","64",NA,28,"G.Francisco / M.Guerriero"
"1592",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,10,11,43,NA,47,31,18,36,196,"Grizzly","USA1177","77",NA,30,"Charles Bayer"
"1593",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,46,3,13,50,38,NA,29,19,198,"2 Th'Max","USA1063","63",NA,31,"John Amendola"
"1594",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,21,29,14,19,22,33,NA,62,200,"America Jane II","USA1198","58",NA,32,"Scott Kaufman"
"1595",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,60,5,33,14,37,NA,35,25,209,"Something Good","USA928","92",NA,33,"B.Mauk / T.Gonzalez"
"1596",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,36,33,NA,48,20,20,28,24,209,"GBR 1409","GBR1409","09",NA,34,"David Franks"
"1597",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,24,18,27,56,48,17,36,NA,226,"JRW One Design","CAN993","93",NA,35,"Jerry Wendt"
"1598",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,47,36,39,17,35,NA,8,62,244,"Blonde Antelope","USA1152","52",NA,36,"Keith Whittemore"
"1599",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,32,8,37,41,43,40,NA,46,247,"Widespread Panic","USA1239","39",NA,38,"Steve Horwitz"
"1600",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,9,NA,51,53,27,22,46,43,251,"Lucky","USA1355","55",NA,39,"Bryon Ehrhart"
"1601",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,38,27,36,36,41,NA,38,40,256,"Vertigo","USA1055","15",NA,42,"A.Cumming / C.Lanza"
"1602",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,11,55,45,37,NA,62,33,16,259,"Jester","USA1041","04",NA,43,"Robert Burgess"
"1603",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,34,25,22,51,31,37,NA,62,262,"USA 1280","USA1280","80",NA,44,"Craig Mense"
"1604",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,7,50,NA,52,32,38,53,33,265,"Nemesis","USA1307","07",NA,45,"Jeff Nehms"
"1605",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,26,45,31,44,40,34,NA,47,267,"USA 1308","USA1308","30",NA,46,"Don Brush"
"1606",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,31,NA,38,46,34,35,42,41,267,"""The """"D""""""","USA1001","01",NA,47,"Donald Maxwell"
"1607",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,28,28,32,47,NA,62,44,35,276,"Flying Colors","USA1371","71",NA,48,"Ken Womack"
"1608",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,53,44,NA,55,13,30,45,39,279,"Leading Edge","USA1090","90",NA,49,"Jeff Dever"
"1609",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,20,54,53,21,NA,62,47,27,284,"USA 1178","USA1178","53",NA,50,"Fred Johnston"
"1610",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,51,NA,28,39,44,44,39,45,290,"Skye","USA880","61",NA,51,"Bruce Avery"
"1611",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,5,37,56,43,39,NA,52,62,294,"Hat Trick","USA1328","28",NA,52,"M.Toso / T.Naylon"
"1612",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,33,43,4,42,NA,62,62,62,308,"Lakota","USA1224","24",NA,53,"Peter Sulick"
"1613",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,37,52,50,49,NA,62,41,29,320,"Trankeylo","USA1145","45",NA,54,"PJ Keenan"
"1614",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,43,56,48,35,NA,62,48,34,326,"Crapshoot","USA1111","11",NA,55,"Patricia Stadel"
"1615",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,48,48,16,29,NA,62,62,62,327,"USA 1300","USA1300","13",NA,56,"E.Pomerleau / M.Dressell"
"1616",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,59,NA,57,26,50,36,54,49,331,"Morena Linda","BRA1284","84",NA,57,"Mauricio Verdier"
"1617",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,52,46,54,58,49,NA,51,48,358,"Jeremiah","USA1202","22",NA,58,"Jonah Pruitt III"
"1618",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,49,19,NA,62,62,62,62,62,378,"Caramba","USA1097","19",NA,59,"Jose Fuentes"
"1619",NA,2013,"http://www.etchellsfleet20.org/results/2013/2013JMW.html","Miami Mid-Winters",NA,39,32,NA,62,62,62,62,62,381,"Carina","USA1212","12",NA,60,"Jonathan Nye"
"1620","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Steve Hunt / Ezra Culver",17,3,3,1,4,3,1,2,17,"The Martian","USA 1378",NA,NA,NA,"Marvin Beckmann  / Steve Hunt"
"1621","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Chris Larson / Moose McClintock",4,6,1,2,8,2,35,5,28,"Swedish Blue","HKG 1333",NA,NA,NA,"Ante Razmilovic  / Chris Larson"
"1622","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Anatole Masfen / Philip Carlson",2,1,4,6,12,1,23,6,32,"Cruel Jane","NZL 1348",NA,NA,NA,"Dirk Kneulman  / Anatole Masfen"
"1623","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Jeff Madrigali / Karl Anderson",3,2,9,10,9,8,7,17,48,"USA 1408","USA 1408",NA,NA,NA,"Jim Cunningham  / Jeff Madrigali"
"1624","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Bill Abott / Curtis Hutcheson",16,7,20,3,14,7,6,1,54,"USA 1264","USA 1264",NA,NA,NA,"George Francisco  / Bill Abott"
"1625","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Luke Lawrence / Andy Casey",7,5,2,11,19,11,8,11,55,"Annie","USA 1388",NA,NA,NA,"Gary Gilbert  / Luke Lawrence"
"1626","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Tracy Usher / Austin Sperry",1,21,22,4,2,4,3,35,57,"Mahalaga","USA 1168",NA,NA,NA,"Peter Vessella  / Tracy Usher"
"1627","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Geoffrey Ewenson  / Tyler Bjorn",12,14,11,8,10,6,5,8,60,"Caramba","USA 1405",NA,NA,NA,"Jose Fuentes  / Geoffrey Ewenson "
"1628","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Justin Law / Victor Diaz /  Willem VanWaay",10,17,17,7,17,15,2,3,71,"America Jane 11","USA 1198",NA,NA,NA,"Scott Kaufman  / Justin Law / Victor Diaz"
