"","bow","sail number","yacht name","yacht design","skipper/crew","race1","race2","race3","race4","race5","to","total","year","url","name","race6","race7","race8","owner/skipper","place","#","other #","boat name","owner","race 1","race 2","race 3","race 4","race 5","race 6","bow #","sail #","race 7","pos","bow/sail","boat","skipper","1","2","3","4","totalpoints","race 8","sail#","bow#","r1","r2","r3","r4","r5","r6","throwouttotal pts","crew","club","5","6","7","8","race 1 pts","race 2 pts","total points","pts","from","ttl","pl.","total
points","total
 points","throwout total pts","r 1","r 2","r 3","r 4","r 5","r 6","r 7","r 8"
"24","65","USA 1465","Gumption3","Etchells","Kevin Grainger  / Eric Dolye / Chuck Norris","40","23","31","17","14","[40]","85.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","17","GBR 1417","China Wight","Etchells","Nicholas Stagg  / Matt Reid / Tim Thubron","21","32","21","25","23","[32]","90.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","54","BER 1467","Tiburon","Etchells","Mark Watson  / Dirk Kneulman / Grant Simmer","13","28","49/UFD","14","38","[49]","93.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","31","USA 1327","Marge","Etchells","Todd Lalumiere  / Matt Lamt Lalumiere / Mike Madigan / Elizabeth Mayes","19","27","35","30","17","[35]","93.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","5","USA 1305","Clean Execution","Etchells","Michael Gavin  / William Abbott / Peter Coleman","26","20","24","23","44","[44]","93.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","32","GBR 1432","Desparate","Etchells","Rob Tyrwhitt-Drake  / Mark Manfeild / Ben Cressford","39","37","16","9","35","[39]","97.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","82","USA 1282","Athena","Etchells","John Donnelly  / Paul Abdullah / Chris Clark","33","18","26","39","25","[39]","102.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","92","USA 928","Something Good","Etchells","Ched Proctor  / Bill Mauk / Raefel Melendez / Cory Sertl","23","49/UFD","10","34","36","[49]","103.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","56","USA 1456","Freedom","Etchells","Craig Mense  / Fred Strammer / Emily Dellenbaugh / John Parford","24","49/UFD","20","28","34","[49]","106.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","0","USA 1300","USA 1300","Etchell","Chris Morgan  / Monica Morgan / David Van Cleef / Dan Borrer","31","34","49/UFD","26","24","[49]","115.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","93","CAN 993","Southern Etchells","Etchells","Jerry Wendt  / Irek Zubko / Andrew Rogers","41","29","49/DSQ","19","31","[49]","120.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","71","USA 1371","USA 1371","Etchells","Ken Womack  / Watt Duffy / Dan Peckham","25","33","27","35","41","[41]","120.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","26","USA 1126","Ninkasi","Etchells","Rick Kaiser  / Gerri Whitle / Amy Baxter / Collene Duncan","29","26","28","37","39","[39]","120.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","4","CAN 1010","Proudest Monkey","Etchells","Robert Hitchcock  / Kent Paisley / Andrew MacLone","35","30","22","38","37","[38]","124.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","20","USA 907","SHADES","Etchells","Ed Kriese  / Tom Dawson / Rob Scrivenor","42","24","40","32","29","[42]","125.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2","USA 1145","USA Youth Team Blue","Etchells","Sean Cornell  / Rachel Daye / Chris Manson-Hing / Sam Tobio","49/DNC","36","25","44","21","[49]","126.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","60","USA 139","Mary Ann","Etchells","Peter E. Shumaker  / Jeff Bonnanni / Eammon Delisser / Danielle Septembre","38","40","32","43","26","[43]","136.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","90","USA 1090","Leading Edge","Etchells","Jeff Dever  / Brendan Healy / Reed Baldridge / Eliot Caple","36","38","49/UFD","33","32","[49]","139.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","21","USA 1221","Hera","Etchells","Hugh Greville  / Ed Barker / William Colehower","37","31","38","45","42","[45]","148.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","42","USA 1224","USA 1224","Etchells","Jamie Carter  / EhrenMorse / Joe Seremeth","45","35","29","42","43","[45]","149.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","22","USA 1202","Jeremiah","Etchells","Jonah Pruitt  / David Bannister / John Pruitt / Cam Carlin","34","42","34","46","45","[46]","155.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","7","USA 1307","Nemesis","Etchells","Jeff Nehms  / Tim Banks / James Stanton","43","41","49/UFD","40","40","[49]","164.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","11","USA 1397","Great American","Etchells","Jeffrey Jamison  / James Tunkey / Gareth Bunney","46","44","37","41","47","[47]","168.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","84","FRA 1284","Morena Linda","Etchells","44 43 39 47 46 [47] 


	172.0","44","43","39","47","46","[47]","172.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","34","USA 1342","Hat Trick","Etchells","David Pryor  / Butch Patterson / Christopher Pryce","47","45","41","48","48","[48]","181.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5971","Piana Cup (2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","27","USA 1228","TERRAPIN","Etchells","Stephen Benjamin  / Michael Menninger / Ian Liberty / Jonny Goldsberry","1","3","3",NA,NA,NA,"7.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","64","USA 1464","Skanky Gene","Etchells","Jay Cross  / Erik Shampain / Cy Thompson / Michael Buckley","4","5","4",NA,NA,NA,"13.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","12","USA 1225","1225","Etchells","Tom Lihan  / Luke Lawrence / Eric Lawrence","3","7","10",NA,NA,NA,"20.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","51","CAN 1451","Blackadder II","Etchells","Andrew Cumming  / Will Felder / Brian Kamilar / Nikki Medley","12","6","7",NA,NA,NA,"25.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","55","USA 1455","Goombay Smash","Etchells","William Douglass  / Chris Larson / Noel Drennan","5","4","17",NA,NA,NA,"26.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","38","GBR 1438","Swedish Blue","Etchells","Ante Razmilovic  / Brian Hammersley / Andrew Mills","22","8","2",NA,NA,NA,"32.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","41","USA 1405","Caramba","Etchells","Jose Fuentes  / Evan Aras / Alec Anderson / Wilson Stout","10","11","12",NA,NA,NA,"33.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","8","USA 1408","Lifted","Etchells","Jim Cunningham  / Steve Hunt / Mark Ivey / Serena Vilage","2","31","1",NA,NA,NA,"34.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","94","USA 1394","American Baby","Etchells","George Francisco  / Ezra Culver / Karl Anderson","20","18","6",NA,NA,NA,"44.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","98","USA 1398","Firing Line","Etchells","Bruce Burton  / Jon Easley / Glen Burton","7","33","5",NA,NA,NA,"45.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","19","USA 1419","Rebel","Etchells","Scott Kaufman  / Austen Anderson / Lucas Calabrese / Diego Stefani","11","28","8",NA,NA,NA,"47.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","69","USA 1469","Warcanoe","Etchells","Michael Goldfarb  / Skip Dieball / Morton Henriksen","21","10","16",NA,NA,NA,"47.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","53","USA 962","Oatmeal","Etchells","Peter Duncan  / Ben Lamb / Andrew Palfrey","8","12","28",NA,NA,NA,"48.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","54","BER 1467","Tiburon","Etchells","Mark Watson  / Dirk Knuelman / Mark Strube","19","1","30",NA,NA,NA,"50.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","25","SUI 1425","Tquila","Etchells","Luis Doreste  / David Vera / Finn Hill / Lara Poljsak","14","13","23",NA,NA,NA,"50.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","96","USA 1296","MB III","Etchells","Jamie Hilton  / Randy Borges / Chris Snow / Taylor Borges","27","9","15",NA,NA,NA,"51.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","15","USA 1415","La Tormenta","Etchells","Shannon W Bush  / Brad Boston / Curtis Florence / Nick Ford","9","22","20",NA,NA,NA,"51.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","14","GBR 1441","Highlife","Etchells","Peter Rogers  / Ben Cooper / Neil Harrison","13","15","24",NA,NA,NA,"52.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","68","USA 1168","Mahalaga","Etchells","Peter Vessella  / Bill Johns / Phil Trinter","15","25","13",NA,NA,NA,"53.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","78","USA 1378","The Martian","Etchells","Marvin Beckmann  / Bill Hardesty / Pilar Calabrese / Lior Lavie","18","14","22",NA,NA,NA,"54.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","59","GBR 1468","Strait Dealer USA","Etchells","David Franks  / Graham Sunderland / Mark Lees / Hannah Peters","23","2","31",NA,NA,NA,"56.0","2019","https://yachtscoring.com/event_results_cumulative.cfm?eID=5972","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
