"","regatta_id","day","school_coded","place","score"
"750",75,35,"Twizzlers",8,184
"751",76,35,"Grapefruit",1,29
"752",76,35,"Wheatgrass",2,46
"753",76,35,"Wheatgrass",3,47
"754",76,35,"Wheatgrass",4,67
"755",76,35,"Key Lime",5,84
"756",76,35,"Grapefruit",6,125
"757",76,35,"Lemon",7,140
"758",76,35,"Banana",8,156
"759",76,35,"Brocolli",9,161
"760",76,35,"Key Lime",10,169
"761",76,35,"Laffy Taffy",11,181
"762",76,35,"Orange",12,211
"763",76,35,"Orange",13,228
"764",76,35,"Fig",14,240
"765",77,35,"Gooseberry",1,49
"766",77,35,"Raspberry",2,71
"767",77,35,"Yuzu",3,110
"768",77,35,"Swiss Chard",4,122
"769",77,35,"Yuzu",5,160
"770",77,35,"Cherry",6,170
"771",77,35,"Mulberry",7,179
"772",77,35,"Bit-O-Honey",8,194
"773",77,35,"Guava",9,197
"774",77,35,"Currant",10,205
"775",77,35,"Star Fruit",11,245
"776",77,35,"Razzles",12,252
"777",78,35,"Bok Choy",1,40
"778",78,35,"Collard Greens",2,89
"779",78,35,"Cabbage",3,91
"780",78,35,"Carrots",4,112
"781",78,35,"Bok Choy",5,112
"782",78,35,"Bok Choy",6,119
"783",78,35,"Rhubarb",7,152
"784",78,35,"Carrots",8,169
"785",78,35,"Carrots",9,182
"786",78,35,"Endive",10,196
"787",78,35,"Dandelion",11,205
"788",78,35,"Pumpkin",12,244
"789",78,35,"Grape",13,264
"790",78,35,"Sorrel",14,277
"791",78,35,"Corn",15,291
"792",78,35,"Carrots",16,310
"793",78,35,"Corn",17,328
"794",78,35,"Endive",18,338
"795",78,35,"Rhubarb",19,340
"796",78,35,"Mango",20,345
"797",78,35,"Rhubarb",21,359
"798",78,35,"Corn",22,362
"799",78,35,"Corn",23,378
"800",78,35,"Lettuce",24,394
"801",78,35,"Spinach",25,438
"802",78,35,"Spinach",26,445
"803",78,35,"Spinach",27,469
"804",78,35,"Lettuce",28,496
"805",78,35,"Grape",29,499
"806",79,35,"Apple Jacks",1,70
"807",79,35,"Frosted Flakes",2,91
"808",79,35,"Honey Smacks",3,92
"809",79,35,"Honey Smacks",4,93
"810",79,35,"Corn Flakes",5,100
"811",79,35,"Golden Grahams",6,112
"812",79,35,"Froot Loops",7,114
"813",79,35,"Fruity Pebbles",8,118
"814",79,35,"Cap’n Crunch",9,124
"815",79,35,"Cap’n Crunch",10,136
"816",79,35,"Coco Pebbles",11,163
"817",79,35,"Frosted Flakes",12,180
"818",79,35,"Froot Loops",13,180
"819",79,35,"Coco Pebbles",14,180
"820",79,35,"Honey Bunches of Oats",15,218
"821",79,35,"Honey Bunches of Oats",16,221
"822",79,35,"Lucky Charms",17,256
"823",80,35,"Bok Choy",1,39
"824",80,35,"Cabbage",2,56
"825",80,35,"Collard Greens",3,57
"826",80,35,"Endive",4,101
"827",80,35,"Cabbage",5,119
"828",80,35,"Endive",6,153
"829",80,35,"Heath Bar",7,155
"830",80,35,"Corn",8,168
"831",80,35,"Carrots",9,178
"832",80,35,"Rhubarb",10,186
"833",80,35,"Lettuce",11,198
"834",80,35,"Carrots",12,227
"835",80,35,"Endive",13,229
"836",80,35,"Mango",14,232
"837",80,35,"Pumpkin",15,245
"838",80,35,"Rhubarb",16,289
"839",80,35,"Pumpkin",17,299
"840",80,35,"Grape",18,308
"841",80,35,"Rhubarb",19,333
"842",80,35,"Dandelion",20,338
"843",81,35,"Resse’s Puffs",1,30
"844",81,35,"Weetabix",2,30
"845",81,35,"Weetabix",3,88
"846",81,35,"Apple Jacks Double Vision",4,93
"847",81,35,"Whoppers",5,95
"848",82,35,"Corn Flakes",1,64
"849",82,35,"Coco Pebbles",2,79
"850",82,35,"Apple Jacks",3,83
"851",82,35,"Cap’n Crunch",4,86
"852",82,35,"Froot Loops",5,92
"853",82,35,"Corn Flakes",6,95
"854",82,35,"Honey Smacks",7,104
"855",82,35,"Apple Jacks",8,133
"856",82,35,"Fruity Pebbles",9,134
"857",82,35,"Fruity Pebbles",10,142
"858",82,35,"Golden Grahams",11,152
"859",82,35,"Frosted Flakes",12,165
"860",82,35,"Honey Bunches of Oats",13,170
"861",82,35,"Golden Grahams",14,196
"862",82,35,"Lucky Charms",15,224
"863",82,35,"Lucky Charms",16,241
"864",83,35,"Blueberry",1,20
